id,platform,text,latitude,longitude,timestamp
664,Facebook,Sample post content 664,51.005673,-127.875852,2024-07-12T12:51:50.494670
665,Twitter,Sample post content 665,-51.899909,-63.739833,2024-12-20T12:51:50.494681
666,Facebook,Sample post content 666,-3.736463,-79.99459,2024-12-26T12:51:50.494691
667,Instagram,Sample post content 667,65.927163,-159.89933,2024-11-25T12:51:50.494700
668,Facebook,Sample post content 668,70.130487,154.032082,2024-06-08T12:51:50.494748
669,Instagram,Sample post content 669,32.421594,-40.259529,2024-10-11T12:51:50.494758
670,Facebook,Sample post content 670,8.548786,-62.78229,2024-08-19T12:51:50.494768
671,Instagram,Sample post content 671,-87.883198,-101.915904,2024-04-30T12:51:50.494777
672,Facebook,Sample post content 672,50.611899,-24.693176,2024-05-30T12:51:50.494786
673,Facebook,Sample post content 673,36.692106,-62.500011,2025-03-12T12:51:50.494795
674,Twitter,Sample post content 674,36.661816,170.731677,2024-08-02T12:51:50.494805
675,Facebook,Sample post content 675,68.742793,-133.557423,2025-02-10T12:51:50.494814
676,Twitter,Sample post content 676,83.963393,-54.509071,2024-07-22T12:51:50.494824
677,Instagram,Sample post content 677,25.949421,87.343088,2024-07-23T12:51:50.494833
678,Instagram,Sample post content 678,12.307457,-162.524215,2024-09-10T12:51:50.494842
679,Facebook,Sample post content 679,-25.441312,-130.326747,2024-07-13T12:51:50.494852
680,Facebook,Sample post content 680,-57.461608,103.36722,2024-12-24T12:51:50.494861
681,Facebook,Sample post content 681,-42.551529,128.46032,2025-04-14T12:51:50.494871
682,Facebook,Sample post content 682,-88.329885,-133.858585,2024-11-16T12:51:50.494880
683,Twitter,Sample post content 683,42.45504,-106.333858,2025-03-05T12:51:50.494889
684,Facebook,Sample post content 684,44.943207,16.820512,2024-07-20T12:51:50.494899
685,Instagram,Sample post content 685,-83.979899,-138.567811,2025-02-09T12:51:50.494908
686,Instagram,Sample post content 686,-44.296996,-34.129321,2025-02-03T12:51:50.494918
687,Twitter,Sample post content 687,89.882828,139.104535,2025-03-21T12:51:50.494928
688,Instagram,Sample post content 688,-12.91601,-71.052372,2024-09-04T12:51:50.494937
689,Twitter,Sample post content 689,64.286202,27.681804,2024-10-16T12:51:50.494947
690,Twitter,Sample post content 690,73.803138,73.670054,2024-11-09T12:51:50.494956
691,Instagram,Sample post content 691,26.371938,24.011936,2025-01-27T12:51:50.494965
692,Instagram,Sample post content 692,16.675139,-169.867979,2024-12-05T12:51:50.494974
693,Facebook,Sample post content 693,42.558746,-144.272171,2024-07-17T12:51:50.494984
694,Facebook,Sample post content 694,30.779427,4.433541,2025-01-24T12:51:50.494993
695,Facebook,Sample post content 695,-14.983319,-125.099749,2024-10-09T12:51:50.495002
696,Instagram,Sample post content 696,9.382062,127.048207,2024-12-04T12:51:50.495012
697,Instagram,Sample post content 697,20.165947,-172.790457,2024-10-16T12:51:50.495021
698,Instagram,Sample post content 698,-67.34894,-139.793447,2024-12-12T12:51:50.495030
699,Twitter,Sample post content 699,-3.361818,111.191222,2025-03-13T12:51:50.495040
700,Facebook,Sample post content 700,-19.696154,-39.531335,2024-09-25T12:51:50.495056
701,Instagram,Sample post content 701,-21.35738,-128.487025,2024-12-30T12:51:50.495073
702,Instagram,Sample post content 702,-71.677046,-4.093195,2025-02-28T12:51:50.495085
703,Instagram,Sample post content 703,6.767374,-172.959801,2025-03-19T12:51:50.495094
704,Twitter,Sample post content 704,-39.797585,-63.698436,2024-08-18T12:51:50.495104
705,Facebook,Sample post content 705,-21.184942,176.984714,2024-08-13T12:51:50.495113
706,Twitter,Sample post content 706,25.23539,90.431565,2024-06-27T12:51:50.495122
707,Twitter,Sample post content 707,-11.043517,-73.210493,2024-07-05T12:51:50.495132
708,Instagram,Sample post content 708,-53.032005,-104.513672,2024-05-30T12:51:50.495142
709,Twitter,Sample post content 709,23.617979,-36.081386,2024-06-29T12:51:50.495151
710,Facebook,Sample post content 710,-31.109595,-102.436955,2024-05-12T12:51:50.495160
711,Twitter,Sample post content 711,5.394783,88.81972,2025-01-24T12:51:50.495170
712,Instagram,Sample post content 712,76.611844,19.710099,2024-06-16T12:51:50.495179
713,Twitter,Sample post content 713,-61.679157,90.701052,2024-06-19T12:51:50.495188
714,Facebook,Sample post content 714,-4.103368,-92.423975,2025-04-16T12:51:50.495197
715,Twitter,Sample post content 715,-14.765839,-100.663962,2024-11-16T12:51:50.495207
716,Instagram,Sample post content 716,73.191019,14.109933,2024-08-08T12:51:50.495216
717,Facebook,Sample post content 717,-71.01144,-75.751428,2024-09-16T12:51:50.495225
718,Facebook,Sample post content 718,-48.144641,96.556246,2024-06-09T12:51:50.495234
719,Instagram,Sample post content 719,30.137658,64.903353,2024-09-11T12:51:50.495244
720,Facebook,Sample post content 720,38.966977,34.408424,2025-02-01T12:51:50.495253
721,Twitter,Sample post content 721,32.226315,-13.574169,2024-12-12T12:51:50.495263
722,Twitter,Sample post content 722,23.22321,36.228673,2024-07-31T12:51:50.495272
723,Facebook,Sample post content 723,-79.095447,52.130242,2024-07-20T12:51:50.495281
724,Facebook,Sample post content 724,78.817773,61.938761,2025-03-10T12:51:50.495290
725,Twitter,Sample post content 725,-65.660354,-125.856907,2024-11-10T12:51:50.495300
726,Twitter,Sample post content 726,-26.196151,107.450188,2024-11-10T12:51:50.495309
727,Instagram,Sample post content 727,-64.440355,135.497653,2024-05-11T12:51:50.495323
728,Instagram,Sample post content 728,-67.157912,-107.981189,2025-02-22T12:51:50.495339
729,Facebook,Sample post content 729,52.113805,-132.292399,2024-11-28T12:51:50.495354
730,Instagram,Sample post content 730,60.685153,-159.621482,2025-04-09T12:51:50.495370
731,Instagram,Sample post content 731,15.633616,34.201479,2024-08-25T12:51:50.495386
732,Facebook,Sample post content 732,-51.968166,-87.713201,2025-04-28T12:51:50.495396
733,Instagram,Sample post content 733,30.469192,-158.936343,2024-06-30T12:51:50.495405
734,Facebook,Sample post content 734,8.123764,-63.322003,2025-03-07T12:51:50.495415
735,Instagram,Sample post content 735,2.681048,63.215654,2025-02-20T12:51:50.495424
736,Facebook,Sample post content 736,-60.91575,146.312417,2024-08-21T12:51:50.495434
737,Instagram,Sample post content 737,-73.891704,-72.715021,2024-11-22T12:51:50.495443
738,Facebook,Sample post content 738,41.786861,-17.524868,2024-09-26T12:51:50.495453
739,Facebook,Sample post content 739,18.969759,20.26865,2025-02-16T12:51:50.495462
740,Instagram,Sample post content 740,29.067129,171.966624,2024-10-07T12:51:50.495471
741,Twitter,Sample post content 741,-9.916549,-84.129983,2024-10-24T12:51:50.495485
742,Twitter,Sample post content 742,10.764525,-160.623096,2024-05-14T12:51:50.495501
743,Twitter,Sample post content 743,-59.846908,-127.653404,2024-08-08T12:51:50.495515
744,Instagram,Sample post content 744,-14.432988,90.757652,2024-10-08T12:51:50.495525
745,Twitter,Sample post content 745,-42.081942,107.378049,2024-07-18T12:51:50.495535
746,Facebook,Sample post content 746,27.292532,-91.757048,2024-07-15T12:51:50.495544
747,Twitter,Sample post content 747,-37.906981,38.81545,2025-02-15T12:51:50.495554
748,Instagram,Sample post content 748,54.712104,-123.605149,2024-06-16T12:51:50.495563
749,Twitter,Sample post content 749,-1.098202,98.793004,2025-04-27T12:51:50.495573
750,Facebook,Sample post content 750,-75.79536,69.947122,2024-10-28T12:51:50.495583
751,Facebook,Sample post content 751,-74.334736,155.119127,2025-02-07T12:51:50.495599
752,Twitter,Sample post content 752,-26.657803,86.777948,2025-01-10T12:51:50.495617
753,Facebook,Sample post content 753,-17.911117,136.895891,2024-10-18T12:51:50.495628
754,Instagram,Sample post content 754,-44.500183,-49.979143,2024-07-16T12:51:50.495638
755,Facebook,Sample post content 755,63.433929,118.406898,2025-01-29T12:51:50.495648
756,Twitter,Sample post content 756,7.182058,113.813274,2025-04-17T12:51:50.495657
757,Facebook,Sample post content 757,0.45789,-114.213732,2024-06-03T12:51:50.495666
758,Twitter,Sample post content 758,12.492064,-123.84939,2025-04-14T12:51:50.495676
759,Twitter,Sample post content 759,-77.737777,107.652151,2024-11-16T12:51:50.495685
760,Twitter,Sample post content 760,45.235677,-2.16686,2024-12-02T12:51:50.495695
761,Twitter,Sample post content 761,-16.771642,-68.121441,2024-06-10T12:51:50.495704
762,Twitter,Sample post content 762,13.309568,40.980063,2025-03-11T12:51:50.495714
763,Facebook,Sample post content 763,-44.612647,79.209141,2024-06-18T12:51:50.495807
764,Instagram,Sample post content 764,-64.100919,119.332258,2025-03-07T12:51:50.495825
765,Facebook,Sample post content 765,-24.26461,-45.327695,2024-10-07T12:51:50.495836
766,Twitter,Sample post content 766,24.18835,-151.810509,2025-03-22T12:51:50.495847
767,Twitter,Sample post content 767,-11.51122,19.172779,2024-05-19T12:51:50.495857
768,Facebook,Sample post content 768,-28.838926,6.342946,2024-06-14T12:51:50.495866
769,Twitter,Sample post content 769,27.965487,82.880824,2025-03-08T12:51:50.495876
770,Twitter,Sample post content 770,83.985378,141.398084,2024-07-13T12:51:50.495885
771,Instagram,Sample post content 771,-60.963245,-7.857214,2024-12-16T12:51:50.495895
772,Twitter,Sample post content 772,8.231316,29.905926,2024-09-24T12:51:50.495904
773,Facebook,Sample post content 773,-11.15746,-49.364624,2024-12-04T12:51:50.495914
774,Instagram,Sample post content 774,-26.224477,76.91497,2025-04-18T12:51:50.495923
775,Instagram,Sample post content 775,43.082107,-90.968272,2025-01-24T12:51:50.495932
776,Facebook,Sample post content 776,3.326141,62.076875,2025-03-29T12:51:50.495942
777,Instagram,Sample post content 777,80.100813,-41.750163,2025-01-01T12:51:50.495951
778,Twitter,Sample post content 778,39.364991,-81.766688,2024-12-31T12:51:50.495960
779,Instagram,Sample post content 779,-85.042369,8.027994,2024-09-05T12:51:50.495970
780,Twitter,Sample post content 780,-35.211394,60.77644,2024-05-04T12:51:50.495981
781,Facebook,Sample post content 781,-46.197016,77.08445,2025-01-10T12:51:50.496000
782,Instagram,Sample post content 782,-1.713468,-119.098115,2025-04-04T12:51:50.496081
783,Twitter,Sample post content 783,-41.999486,-113.914447,2024-12-21T12:51:50.496110
784,Twitter,Sample post content 784,27.015584,150.195703,2024-07-06T12:51:50.496128
785,Facebook,Sample post content 785,-71.88717,32.633025,2024-07-30T12:51:50.496152
786,Twitter,Sample post content 786,-28.253653,65.177965,2024-11-07T12:51:50.496164
787,Facebook,Sample post content 787,69.235272,46.975512,2024-08-18T12:51:50.496174
788,Twitter,Sample post content 788,-46.030484,-115.495882,2024-09-28T12:51:50.496184
789,Twitter,Sample post content 789,23.516953,41.38639,2024-09-13T12:51:50.496203
790,Instagram,Sample post content 790,89.324233,4.631745,2024-12-11T12:51:50.496212
791,Instagram,Sample post content 791,-88.294242,144.588584,2024-05-23T12:51:50.496221
792,Twitter,Sample post content 792,47.88378,-139.095966,2025-02-01T12:51:50.496231
793,Twitter,Sample post content 793,78.522577,-159.773566,2025-04-03T12:51:50.496241
794,Facebook,Sample post content 794,22.872238,-95.85098,2024-09-01T12:51:50.496250
795,Instagram,Sample post content 795,-69.695264,-72.649562,2025-02-28T12:51:50.496260
796,Facebook,Sample post content 796,-67.311532,-106.964293,2025-03-24T12:51:50.496269
797,Facebook,Sample post content 797,74.533877,-65.844235,2024-06-17T12:51:50.496279
798,Instagram,Sample post content 798,-73.046584,-95.941659,2024-11-07T12:51:50.496288
799,Instagram,Sample post content 799,49.159365,140.749578,2024-07-28T12:51:50.496298
800,Twitter,Sample post content 800,-47.881789,-161.044954,2025-02-14T12:51:50.496307
801,Facebook,Sample post content 801,-17.110234,97.212867,2024-11-01T12:51:50.496317
802,Facebook,Sample post content 802,32.961864,-82.642798,2024-07-05T12:51:50.496327
803,Twitter,Sample post content 803,20.044717,4.188353,2024-08-19T12:51:50.496336
804,Instagram,Sample post content 804,88.244118,8.413654,2024-12-04T12:51:50.496346
805,Facebook,Sample post content 805,-59.897315,-104.039671,2024-06-21T12:51:50.496355
806,Twitter,Sample post content 806,-31.873325,110.823789,2025-04-29T12:51:50.496365
807,Instagram,Sample post content 807,-25.878702,89.216482,2025-04-22T12:51:50.496374
808,Facebook,Sample post content 808,53.882648,-131.211885,2025-01-05T12:51:50.496384
809,Instagram,Sample post content 809,32.413642,-55.219642,2024-11-18T12:51:50.496393
810,Facebook,Sample post content 810,74.795218,46.290743,2024-07-17T12:51:50.496403
811,Twitter,Sample post content 811,-85.222399,-140.916804,2025-01-05T12:51:50.496412
812,Twitter,Sample post content 812,-10.395469,172.695489,2025-02-17T12:51:50.496421
813,Twitter,Sample post content 813,28.415472,151.334672,2025-01-11T12:51:50.496431
814,Facebook,Sample post content 814,42.586906,59.439825,2024-12-13T12:51:50.496441
815,Twitter,Sample post content 815,-9.728741,-162.247064,2024-07-22T12:51:50.496456
816,Instagram,Sample post content 816,-40.954065,-54.548097,2025-01-29T12:51:50.496474
817,Instagram,Sample post content 817,37.861093,-158.158225,2024-09-11T12:51:50.496484
818,Facebook,Sample post content 818,18.200246,-42.250748,2024-08-23T12:51:50.496495
819,Facebook,Sample post content 819,0.366226,-31.204362,2024-11-13T12:51:50.496504
820,Instagram,Sample post content 820,31.587742,-159.358864,2024-06-22T12:51:50.496513
821,Facebook,Sample post content 821,-37.972399,-171.295796,2024-10-30T12:51:50.496523
822,Instagram,Sample post content 822,51.481536,-78.216645,2025-02-21T12:51:50.496533
823,Twitter,Sample post content 823,-35.21073,172.023718,2024-08-05T12:51:50.496542
824,Twitter,Sample post content 824,-83.442532,129.030111,2024-07-28T12:51:50.496552
825,Instagram,Sample post content 825,69.441911,-142.563084,2024-05-15T12:51:50.496561
826,Instagram,Sample post content 826,44.948597,-25.086207,2024-10-09T12:51:50.496571
827,Instagram,Sample post content 827,-58.680224,-158.823118,2025-01-19T12:51:50.496580
828,Facebook,Sample post content 828,-59.540926,-15.18308,2025-02-13T12:51:50.496590
829,Facebook,Sample post content 829,20.619788,-179.181069,2025-04-11T12:51:50.496599
830,Instagram,Sample post content 830,83.050959,94.80987,2024-08-16T12:51:50.496609
831,Twitter,Sample post content 831,42.021607,157.899575,2025-02-13T12:51:50.496619
832,Instagram,Sample post content 832,-5.505568,-63.81282,2024-12-27T12:51:50.496628
833,Facebook,Sample post content 833,-21.169684,-113.299534,2025-03-18T12:51:50.496637
834,Instagram,Sample post content 834,-36.317414,140.420673,2024-08-29T12:51:50.496647
835,Facebook,Sample post content 835,-45.078897,-35.05142,2024-10-18T12:51:50.496656
836,Twitter,Sample post content 836,-18.963325,-50.227243,2024-08-11T12:51:50.496665
837,Instagram,Sample post content 837,24.056133,-30.369166,2024-05-12T12:51:50.496674
838,Twitter,Sample post content 838,-48.302067,-119.362615,2024-10-08T12:51:50.496684
839,Facebook,Sample post content 839,-20.268085,-36.209465,2024-09-29T12:51:50.496693
840,Facebook,Sample post content 840,-6.364218,-106.316175,2025-01-22T12:51:50.496703
841,Twitter,Sample post content 841,70.401282,56.731459,2024-07-13T12:51:50.496712
842,Facebook,Sample post content 842,-14.877112,95.427193,2025-01-21T12:51:50.496722
843,Instagram,Sample post content 843,-66.604281,-128.595764,2024-10-31T12:51:50.496731
844,Facebook,Sample post content 844,-79.986465,-55.720914,2025-04-01T12:51:50.496740
845,Instagram,Sample post content 845,-71.188247,-113.075658,2024-05-31T12:51:50.496749
846,Instagram,Sample post content 846,-8.600771,-77.499399,2024-05-14T12:51:50.496763
847,Instagram,Sample post content 847,-7.536665,-116.918183,2025-03-04T12:51:50.496779
848,Instagram,Sample post content 848,66.18438,-51.142907,2024-07-06T12:51:50.496795
849,Facebook,Sample post content 849,89.060607,123.594065,2024-09-18T12:51:50.496809
850,Facebook,Sample post content 850,85.547729,-9.333993,2025-01-04T12:51:50.496819
851,Facebook,Sample post content 851,-45.896694,3.752765,2024-07-08T12:51:50.496828
852,Twitter,Sample post content 852,49.060838,-2.267813,2024-05-21T12:51:50.496838
853,Twitter,Sample post content 853,81.425211,-47.801324,2024-06-05T12:51:50.496854
854,Twitter,Sample post content 854,-56.137842,-70.741686,2024-09-02T12:51:50.496871
855,Instagram,Sample post content 855,77.987714,-174.021196,2025-01-01T12:51:50.496893
856,Twitter,Sample post content 856,71.001702,-153.002643,2025-03-15T12:51:50.496909
857,Twitter,Sample post content 857,-76.872252,170.243735,2024-05-30T12:51:50.496927
858,Twitter,Sample post content 858,4.034773,107.108488,2025-02-01T12:51:50.497012
859,Facebook,Sample post content 859,3.882855,90.773462,2024-11-21T12:51:50.497028
860,Facebook,Sample post content 860,40.041688,-123.94673,2024-07-25T12:51:50.497039
861,Facebook,Sample post content 861,-54.664194,137.357156,2025-04-11T12:51:50.497049
862,Instagram,Sample post content 862,57.615724,175.947863,2025-04-19T12:51:50.497059
863,Facebook,Sample post content 863,-72.291327,100.764043,2024-10-20T12:51:50.497069
864,Instagram,Sample post content 864,26.324936,28.427542,2025-01-27T12:51:50.497078
865,Twitter,Sample post content 865,14.045341,-130.682968,2024-09-30T12:51:50.497088
866,Instagram,Sample post content 866,-83.954096,83.908167,2024-10-04T12:51:50.497097
867,Twitter,Sample post content 867,-75.799074,21.955709,2025-04-14T12:51:50.497107
868,Facebook,Sample post content 868,32.74784,44.897978,2025-01-03T12:51:50.497116
869,Twitter,Sample post content 869,49.234909,165.738521,2024-09-28T12:51:50.497126
870,Twitter,Sample post content 870,9.788494,-168.026224,2025-04-04T12:51:50.497135
871,Instagram,Sample post content 871,38.220097,-163.495827,2025-01-06T12:51:50.497144
872,Twitter,Sample post content 872,-81.661543,-65.134443,2024-12-13T12:51:50.497154
873,Facebook,Sample post content 873,47.05437,-30.863608,2024-08-20T12:51:50.497163
874,Twitter,Sample post content 874,39.27676,138.24904,2024-10-24T12:51:50.497173
875,Instagram,Sample post content 875,-21.991999,-102.295363,2025-03-24T12:51:50.497182
876,Twitter,Sample post content 876,81.183661,-110.847622,2024-07-21T12:51:50.497191
877,Instagram,Sample post content 877,-11.312768,-7.790465,2024-06-17T12:51:50.497201
878,Instagram,Sample post content 878,-24.827591,169.927002,2024-12-14T12:51:50.497210
879,Facebook,Sample post content 879,-64.375821,156.208882,2024-08-18T12:51:50.497226
880,Instagram,Sample post content 880,-42.931154,-99.700592,2024-06-05T12:51:50.497243
881,Facebook,Sample post content 881,86.531862,-89.306102,2024-12-17T12:51:50.497260
882,Facebook,Sample post content 882,39.819314,79.841514,2024-07-11T12:51:50.497271
883,Facebook,Sample post content 883,-75.493259,-131.729207,2025-04-16T12:51:50.497281
884,Facebook,Sample post content 884,88.08594,102.526502,2024-06-01T12:51:50.497291
885,Twitter,Sample post content 885,49.052934,-35.536645,2025-03-11T12:51:50.497300
886,Twitter,Sample post content 886,4.442709,175.631692,2024-05-09T12:51:50.497310
887,Facebook,Sample post content 887,30.981163,-6.172874,2024-10-21T12:51:50.497319
888,Facebook,Sample post content 888,-9.956405,-149.937757,2025-01-20T12:51:50.497329
889,Instagram,Sample post content 889,-8.949876,-67.311839,2025-02-19T12:51:50.497338
890,Instagram,Sample post content 890,37.156212,178.290407,2025-04-24T12:51:50.497348
891,Instagram,Sample post content 891,60.957843,-28.687631,2024-07-04T12:51:50.497357
892,Facebook,Sample post content 892,78.634345,-150.608525,2024-07-07T12:51:50.497366
893,Facebook,Sample post content 893,-4.708664,175.735285,2024-09-24T12:51:50.497376
894,Twitter,Sample post content 894,-77.931625,38.481056,2024-12-28T12:51:50.497385
895,Facebook,Sample post content 895,67.852522,72.473062,2025-04-24T12:51:50.497395
896,Twitter,Sample post content 896,60.739766,-30.479247,2024-12-31T12:51:50.497404
897,Instagram,Sample post content 897,51.060409,-73.924906,2024-06-25T12:51:50.497414
898,Twitter,Sample post content 898,-32.425,-72.494133,2024-09-01T12:51:50.497423
899,Facebook,Sample post content 899,17.134938,-119.037755,2024-12-02T12:51:50.497433
900,Instagram,Sample post content 900,-20.402975,-170.952164,2025-03-22T12:51:50.497442
901,Facebook,Sample post content 901,67.46839,176.755979,2025-01-12T12:51:50.497452
902,Twitter,Sample post content 902,-45.032139,-133.910583,2024-07-15T12:51:50.497462
903,Facebook,Sample post content 903,-73.669497,-136.016929,2024-10-25T12:51:50.497479
904,Facebook,Sample post content 904,84.982911,-47.953559,2024-11-01T12:51:50.497496
905,Twitter,Sample post content 905,34.694313,-104.339934,2024-08-30T12:51:50.497506
906,Twitter,Sample post content 906,-17.311799,145.391302,2024-11-28T12:51:50.497516
907,Instagram,Sample post content 907,-1.629183,-140.270942,2024-07-29T12:51:50.497525
908,Facebook,Sample post content 908,-35.068792,143.380744,2024-07-21T12:51:50.497534
909,Facebook,Sample post content 909,47.915722,75.003285,2025-03-07T12:51:50.497544
910,Twitter,Sample post content 910,10.730376,-11.500931,2025-02-06T12:51:50.497554
911,Instagram,Sample post content 911,-22.917617,126.392341,2025-01-20T12:51:50.497563
912,Facebook,Sample post content 912,10.15687,-159.802597,2024-08-31T12:51:50.497573
913,Facebook,Sample post content 913,31.710495,94.760601,2024-07-08T12:51:50.497582
914,Twitter,Sample post content 914,-62.387701,6.304734,2024-11-04T12:51:50.497591
915,Twitter,Sample post content 915,15.618676,-134.746053,2024-11-26T12:51:50.497601
916,Twitter,Sample post content 916,-55.019043,10.331858,2024-09-15T12:51:50.497610
917,Facebook,Sample post content 917,4.093741,-141.48569,2024-05-05T12:51:50.497620
918,Twitter,Sample post content 918,8.498255,37.072395,2024-06-23T12:51:50.497629
919,Twitter,Sample post content 919,47.812729,-123.704161,2025-01-12T12:51:50.497646
920,Twitter,Sample post content 920,-20.629135,-57.968418,2024-10-07T12:51:50.497667
921,Twitter,Sample post content 921,64.528367,-1.304019,2024-08-29T12:51:50.497677
922,Facebook,Sample post content 922,31.416269,157.336366,2024-05-02T12:51:50.497687
923,Twitter,Sample post content 923,15.230022,120.622942,2024-10-23T12:51:50.497696
924,Facebook,Sample post content 924,-77.307261,-27.398265,2024-07-04T12:51:50.497706
925,Twitter,Sample post content 925,-40.117041,-94.926,2025-02-28T12:51:50.497715
926,Facebook,Sample post content 926,76.76261,-111.341518,2024-11-20T12:51:50.497724
927,Facebook,Sample post content 927,-12.305611,-69.751867,2025-04-25T12:51:50.497740
928,Twitter,Sample post content 928,5.232978,177.276852,2025-02-19T12:51:50.497756
929,Twitter,Sample post content 929,-58.131,-117.621039,2024-08-04T12:51:50.497778
930,Facebook,Sample post content 930,46.264242,-128.199142,2024-10-06T12:51:50.497788
931,Facebook,Sample post content 931,-40.554925,147.062977,2024-09-22T12:51:50.497798
932,Instagram,Sample post content 932,-74.828724,65.040672,2025-04-16T12:51:50.497807
933,Twitter,Sample post content 933,21.772774,-1.746983,2025-03-22T12:51:50.497817
934,Twitter,Sample post content 934,-32.526496,142.518791,2025-01-15T12:51:50.497826
935,Twitter,Sample post content 935,-73.244906,-164.458772,2024-06-07T12:51:50.497835
936,Twitter,Sample post content 936,-17.860398,116.709129,2024-09-20T12:51:50.497845
937,Instagram,Sample post content 937,-72.535061,-6.640797,2024-11-08T12:51:50.497854
938,Instagram,Sample post content 938,-18.349799,-4.060462,2025-02-19T12:51:50.497864
939,Facebook,Sample post content 939,-15.145109,-163.773691,2024-04-30T12:51:50.497873
940,Facebook,Sample post content 940,17.511297,55.98417,2024-11-18T12:51:50.497883
941,Facebook,Sample post content 941,52.383369,-48.935967,2024-10-25T12:51:50.497892
942,Facebook,Sample post content 942,-17.801962,-122.186468,2024-11-18T12:51:50.497901
943,Twitter,Sample post content 943,-50.937522,-107.569103,2024-10-21T12:51:50.497910
944,Twitter,Sample post content 944,-4.101589,61.180196,2025-01-10T12:51:50.497920
945,Twitter,Sample post content 945,77.997269,97.228943,2025-01-16T12:51:50.497929
946,Facebook,Sample post content 946,-37.340687,-47.148122,2025-01-30T12:51:50.497938
947,Instagram,Sample post content 947,9.121399,115.505697,2025-04-20T12:51:50.497947
948,Instagram,Sample post content 948,-84.27089,-162.808393,2024-09-08T12:51:50.497957
949,Twitter,Sample post content 949,73.789745,-4.531207,2024-12-21T12:51:50.497966
950,Facebook,Sample post content 950,-7.491695,100.278243,2024-10-26T12:51:50.497976
951,Instagram,Sample post content 951,-77.083472,-6.381314,2024-06-20T12:51:50.497985
952,Instagram,Sample post content 952,-80.228893,14.815777,2025-01-13T12:51:50.497994
953,Facebook,Sample post content 953,-48.515724,74.779208,2024-10-27T12:51:50.498045
954,Facebook,Sample post content 954,57.392998,-104.57543,2024-07-25T12:51:50.498055
955,Instagram,Sample post content 955,55.444914,-71.833373,2024-11-29T12:51:50.498065
956,Twitter,Sample post content 956,-86.677982,34.387898,2025-04-11T12:51:50.498074
957,Facebook,Sample post content 957,-70.928255,179.740842,2024-11-19T12:51:50.498083
958,Instagram,Sample post content 958,-86.482044,-142.768508,2024-09-22T12:51:50.498092
959,Instagram,Sample post content 959,51.963906,41.30928,2024-11-17T12:51:50.498102
960,Instagram,Sample post content 960,-67.710844,113.600888,2025-01-30T12:51:50.498111
961,Facebook,Sample post content 961,42.988393,28.449253,2025-03-22T12:51:50.498120
962,Instagram,Sample post content 962,-45.892007,27.612015,2025-01-09T12:51:50.498130
963,Instagram,Sample post content 963,-47.369667,3.691819,2025-04-20T12:51:50.498139
964,Twitter,Sample post content 964,-39.295713,-88.143784,2024-07-30T12:51:50.498148
965,Twitter,Sample post content 965,-72.660833,98.570717,2024-08-21T12:51:50.498158
966,Twitter,Sample post content 966,67.693186,-100.809187,2024-09-27T12:51:50.498167
967,Twitter,Sample post content 967,-52.011204,-155.258615,2025-02-28T12:51:50.498176
968,Instagram,Sample post content 968,60.269745,119.816284,2024-12-01T12:51:50.498185
969,Instagram,Sample post content 969,62.03144,101.352793,2025-01-13T12:51:50.498195
970,Twitter,Sample post content 970,34.52946,72.864598,2024-06-14T12:51:50.498205
971,Twitter,Sample post content 971,75.74931,-166.048577,2024-12-25T12:51:50.498214
972,Instagram,Sample post content 972,-18.855446,-59.852028,2025-03-18T12:51:50.498223
973,Twitter,Sample post content 973,3.703712,123.50956,2025-04-14T12:51:50.498233
974,Instagram,Sample post content 974,87.808414,176.720622,2024-08-04T12:51:50.498242
975,Twitter,Sample post content 975,-64.651666,144.177037,2024-11-30T12:51:50.498251
976,Instagram,Sample post content 976,-83.413892,7.696217,2024-08-28T12:51:50.498261
977,Facebook,Sample post content 977,56.765923,85.512303,2024-05-05T12:51:50.498270
978,Twitter,Sample post content 978,42.16348,-63.709864,2025-04-09T12:51:50.498280
979,Facebook,Sample post content 979,-85.395679,-78.132747,2024-12-03T12:51:50.498289
980,Facebook,Sample post content 980,17.314736,-116.840328,2024-06-23T12:51:50.498304
981,Instagram,Sample post content 981,83.202266,-62.436538,2024-07-07T12:51:50.498322
982,Facebook,Sample post content 982,-45.705277,-155.048899,2024-12-17T12:51:50.498334
983,Facebook,Sample post content 983,-80.209607,-165.083877,2024-11-06T12:51:50.498343
984,Instagram,Sample post content 984,14.477977,-163.331854,2025-04-18T12:51:50.498353
985,Twitter,Sample post content 985,65.40065,98.257823,2025-02-26T12:51:50.498362
986,Facebook,Sample post content 986,-38.96398,93.156137,2025-03-13T12:51:50.498371
987,Instagram,Sample post content 987,0.534957,104.509588,2024-07-19T12:51:50.498381
988,Instagram,Sample post content 988,-19.135348,58.423158,2025-04-20T12:51:50.498391
989,Instagram,Sample post content 989,-83.209589,27.841065,2024-11-21T12:51:50.498400
990,Instagram,Sample post content 990,-23.533862,177.227874,2024-12-28T12:51:50.498409
991,Facebook,Sample post content 991,4.797572,-35.648467,2024-08-12T12:51:50.498419
992,Instagram,Sample post content 992,-61.709468,165.85883,2024-05-19T12:51:50.498428
993,Facebook,Sample post content 993,49.356144,28.14312,2025-01-21T12:51:50.498438
994,Twitter,Sample post content 994,-22.644672,61.307815,2025-03-14T12:51:50.498457
995,Facebook,Sample post content 995,-43.632875,151.005777,2025-01-18T12:51:50.498466
